,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
317,4.628,0.235,3895.36,82.84,219.14,0.10344,0.06457,0.01614,-0.04285,-0.11157,-0.19317,-0.2844,-0.37755,-0.47624,-0.57104,-0.66729,-0.76647,-0.85599,-0.93274,-1.00514,-1.07467,-1.11992,-1.14917,-1.16334,-1.18641,-1.18755,-1.19624,-1.19167,-1.19536,-1.17607,-1.15691,-1.139,-1.17776,-1.21854,-1.17862,-1.11318,-1.12129,-1.12293,-1.08914,-1.0373,-0.90183,-0.69231,-0.38987,0.09315,0.35314,0.35434,0.9988,0.89135,0.69344,0.51991,0.39007,0.2678,0.16357,0.10145,0.02606,-0.03493,-0.08293,-0.13873,-0.16256,-0.17223,-0.14869,-0.10974,-0.04278,0.0168,0.08157,0.15842,0.25778,0.10107,0.0,0.0,0.0,0.0
318,10.728,0.235,3880.63,82.72,220.8,-0.20413,-0.27285,-0.27769,-0.28146,-0.28612,-0.29026,-0.29464,-0.30346,-0.32113,-0.35527,-0.42234,-0.5283,-0.66926,-0.81613,-0.95587,-1.08374,-1.18938,-1.27332,-1.34418,-1.41886,-1.46915,-1.53333,-1.57914,-1.64301,-1.67643,-1.71438,-1.76311,-1.88067,-2.01871,-2.07006,-2.09677,-2.2345,-2.38522,-2.55112,-2.76136,-2.84501,-2.84726,-2.68402,-2.00386,-1.6903,-1.68938,0.58248,0.94081,0.99485,0.9131,0.80002,0.67655,0.55813,0.46074,0.36416,0.27338,0.19702,0.12031,0.06365,0.02219,0.01029,0.01559,0.0469,0.07335,0.10755,0.15881,0.18874,-0.24088,0.0,0.0,0.0,0.0
319,9.722,0.236,3904.27,82.99,219.22,-0.13606,-0.18806,-0.19235,-0.19991,-0.20931,-0.21965,-0.23706,-0.26856,-0.32856,-0.42048,-0.54077,-0.67457,-0.80801,-0.93107,-1.0462,-1.15517,-1.2423,-1.31091,-1.36724,-1.42992,-1.46913,-1.52221,-1.55779,-1.61067,-1.63405,-1.66147,-1.69854,-1.80407,-1.92704,-1.96246,-1.97189,-2.09012,-2.21655,-2.35857,-2.51528,-2.55934,-2.51942,-2.32215,-1.65716,-1.34027,-1.33918,0.6892,0.97237,0.98243,0.87904,0.75799,0.63133,0.51246,0.41732,0.32365,0.23771,0.16757,0.09027,0.03972,0.00112,-0.00646,0.00322,0.03928,0.07089,0.10994,0.16499,0.20796,-0.16896,0.0,0.0,0.0,0.0
320,8.717,0.236,3910.83,83.06,220.73,-0.08069,-0.11804,-0.12594,-0.13749,-0.15146,-0.17393,-0.21156,-0.27506,-0.37275,-0.48662,-0.61038,-0.73802,-0.85999,-0.97063,-1.0749,-1.17447,-1.25183,-1.31164,-1.35842,-1.41285,-1.44398,-1.48794,-1.51529,-1.55846,-1.57302,-1.59125,-1.61718,-1.71068,-1.81853,-1.83851,-1.83219,-1.93044,-2.02896,-2.14614,-2.25327,-2.25812,-2.17786,-1.94952,-1.30538,-0.98854,-0.98741,0.78622,0.99284,0.95941,0.83571,0.70799,0.57904,0.46036,0.36824,0.27889,0.19817,0.12917,0.05424,0.00775,-0.02581,-0.0279,-0.01287,0.02814,0.06491,0.10853,0.1674,0.22111,-0.10047,0.0,0.0,0.0,0.0
321,8.191,0.236,3914.32,83.1,219.27,-0.05081,-0.08389,-0.0966,-0.11195,-0.13185,-0.16339,-0.2147,-0.29207,-0.397,-0.51081,-0.63105,-0.75451,-0.87163,-0.97751,-1.07752,-1.17312,-1.24626,-1.30214,-1.34473,-1.39524,-1.42239,-1.4621,-1.48537,-1.52366,-1.53396,-1.54762,-1.56801,-1.6551,-1.75501,-1.76717,-1.75346,-1.84063,-1.9254,-2.0266,-2.11177,-2.09771,-1.99824,-1.75582,-1.12524,-0.81061,-0.80941,0.83048,0.99798,0.94318,0.8102,0.6799,0.55024,0.43226,0.3421,0.2548,0.17562,0.10855,0.03562,-0.0082,-0.03935,-0.03867,-0.02106,0.02272,0.0621,0.10809,0.16895,0.22856,-0.0725,0.0,0.0,0.0,0.0
322,-0.018,0.232,3793.47,81.27,220.84,0.16787,0.10025,0.04191,-0.02158,-0.08862,-0.16094,-0.23812,-0.31344,-0.38966,-0.4617,-0.53271,-0.60505,-0.66472,-0.71005,-0.75172,-0.79014,-0.80385,-0.80425,-0.78723,-0.77752,-0.75076,-0.72342,-0.68716,-0.65179,-0.59802,-0.54435,-0.48561,-0.46424,-0.48542,-0.39584,-0.28119,-0.1688,-0.06323,0.05563,0.20084,0.39138,0.60561,0.81831,0.97141,0.99895,0.99931,0.47162,0.13125,-0.09861,-0.18541,-0.27891,-0.34715,-0.35113,-0.35722,-0.3911,-0.41384,-0.42407,-0.44564,-0.43503,-0.40937,-0.34877,-0.27656,-0.17396,-0.08536,0.00608,0.1026,0.23508,0.16569,240.0,53.0,0.08,0.08
323,0.005,0.234,3849.71,82.21,400.0,0.16936,0.10222,0.04367,-0.02018,-0.08749,-0.15997,-0.23754,-0.31322,-0.3898,-0.46204,-0.53344,-0.60611,-0.6668,-0.71186,-0.75376,-0.79191,-0.80664,-0.8062,-0.78965,-0.78105,-0.75448,-0.72747,-0.69135,-0.65564,-0.60374,-0.54981,-0.49099,-0.46969,-0.49114,-0.40166,-0.28784,-0.17459,-0.06986,0.04939,0.19356,0.38495,0.59908,0.81271,0.96921,0.99825,0.99868,0.47959,0.13834,-0.09339,-0.18285,-0.26461,-0.34682,-0.34708,-0.35276,-0.38755,-0.41096,-0.42065,-0.44375,-0.43272,-0.40702,-0.3462,-0.27468,-0.17223,-0.08406,0.00764,0.10395,0.23752,0.16654,240.0,53.0,0.08,0.08
324,0.005,0.234,3848.27,82.21,200.86,0.16707,0.10003,0.04156,-0.02202,-0.08923,-0.1616,-0.23899,-0.31457,-0.39097,-0.46323,-0.53448,-0.6071,-0.66765,-0.71271,-0.75463,-0.79267,-0.80734,-0.80694,-0.79032,-0.78165,-0.75502,-0.72799,-0.69175,-0.65602,-0.60423,-0.55019,-0.49126,-0.46992,-0.4915,-0.40197,-0.28803,-0.17471,-0.07008,0.04915,0.19342,0.38492,0.5991,0.81288,0.96947,0.99862,0.99905,0.48012,0.13876,-0.09307,-0.1827,-0.26458,-0.34694,-0.34721,-0.35296,-0.38785,-0.41128,-0.42106,-0.44424,-0.43332,-0.40758,-0.3468,-0.2753,-0.17283,-0.08483,0.00669,0.10291,0.23606,0.16687,240.0,53.0,0.08,0.08
325,2.053,0.234,3860.69,82.37,199.24,0.14443,0.08913,0.03163,-0.0332,-0.10338,-0.18132,-0.26563,-0.34919,-0.43508,-0.51739,-0.59963,-0.68377,-0.75687,-0.81513,-0.87023,-0.92164,-0.94947,-0.96149,-0.957,-0.96191,-0.94707,-0.93459,-0.91089,-0.89108,-0.85176,-0.81165,-0.76782,-0.76983,-0.82712,-0.7517,-0.65959,-0.57062,-0.48644,-0.3966,-0.28289,-0.10087,0.13243,0.4128,0.72853,0.88492,0.88523,0.84783,0.56803,0.32224,0.17515,0.0536,-0.0583,-0.10022,-0.13448,-0.19298,-0.23527,-0.26397,-0.30341,-0.30946,-0.3007,-0.25712,-0.20098,-0.11452,-0.03952,0.04003,0.1285,0.24823,0.14392,240.0,53.0,0.08,0.08
326,4.106,0.235,3871.99,82.54,200.84,0.10723,0.06755,0.01871,-0.04057,-0.10862,-0.18899,-0.27863,-0.36973,-0.46531,-0.55805,-0.65166,-0.7476,-0.83412,-0.90627,-0.97533,-1.04075,-1.08286,-1.1085,-1.1184,-1.13772,-1.13577,-1.13978,-1.13053,-1.12875,-1.10426,-1.07996,-1.05513,-1.08467,-1.182,-1.13265,-1.05505,-1.00634,-0.96297,-0.92219,-0.85862,-0.7125,-0.49697,-0.1961,0.25394,0.49744,0.49779,0.9948,0.84383,0.63254,0.46274,0.31933,0.18871,0.11693,0.05777,-0.01572,-0.07345,-0.11859,-0.17148,-0.19252,-0.19879,-0.17133,-0.1293,-0.05866,0.00392,0.07185,0.15092,0.25336,0.10556,240.0,53.0,0.08,0.08
327,6.17,0.235,3878.74,82.64,199.16,0.04565,0.01815,-0.01265,-0.0525,-0.10389,-0.17474,-0.26319,-0.35969,-0.46498,-0.56905,-0.67479,-0.78339,-0.88377,-0.9708,-1.05419,-1.13386,-1.19089,-1.23092,-1.25601,-1.29055,-1.30283,-1.32425,-1.33053,-1.34808,-1.34034,-1.33334,-1.32973,-1.38845,-1.52779,-1.50785,-1.45893,-1.4332,-1.44472,-1.47672,-1.48584,-1.40027,-1.23375,-0.9498,-0.39614,-0.10223,-0.1021,0.96703,0.97504,0.834,0.67314,0.52568,0.38752,0.29728,0.21694,0.13468,0.06546,0.00749,-0.05611,-0.08983,-0.10947,-0.09605,-0.06697,-0.01058,0.03981,0.09684,0.16647,0.24859,0.04208,240.0,53.0,0.08,0.08
328,8.209,0.235,3886.96,82.76,200.79,-0.06013,-0.09196,-0.10365,-0.11795,-0.13509,-0.16183,-0.20601,-0.27725,-0.37872,-0.49368,-0.61591,-0.74135,-0.8608,-0.96735,-1.06863,-1.16469,-1.23933,-1.2956,-1.33839,-1.38943,-1.41766,-1.45709,-1.48015,-1.51784,-1.52815,-1.54,-1.5589,-1.64584,-1.82555,-1.83809,-1.81795,-1.83424,-1.88763,-1.99956,-2.09199,-2.0815,-1.98713,-1.74869,-1.12118,-0.80741,-0.80709,0.83083,0.99714,0.94371,0.81282,0.67422,0.53706,0.43615,0.34481,0.25443,0.17582,0.10774,0.03497,-0.00942,-0.04081,-0.04023,-0.02285,0.0206,0.05963,0.10565,0.16595,0.22313,-0.08075,240.0,53.0,0.08,0.08
329,9.228,0.235,3891.21,82.82,199.22,-0.10961,-0.15304,-0.15922,-0.16939,-0.18003,-0.19407,-0.21809,-0.26082,-0.33615,-0.4402,-0.56335,-0.69489,-0.82375,-0.94061,-1.0514,-1.15577,-1.2394,-1.3041,-1.35592,-1.41511,-1.45147,-1.49988,-1.53136,-1.57894,-1.5985,-1.6195,-1.64983,-1.74999,-1.94735,-1.97679,-1.97219,-2.00568,-2.0877,-2.22893,-2.36938,-2.39878,-2.34528,-2.13747,-1.4855,-1.16964,-1.1692,0.73652,0.98249,0.97343,0.86243,0.73149,0.59702,0.49357,0.39847,0.30421,0.22312,0.15127,0.07475,0.02528,-0.01103,-0.01611,-0.00403,0.03358,0.0675,0.10876,0.16494,0.21095,-0.13923,240.0,53.0,0.08,0.08
330,10.214,0.235,3877.25,82.69,200.83,-0.21338,-0.27005,-0.27972,-0.286,-0.29134,-0.29531,-0.29754,-0.30118,-0.30914,-0.33059,-0.37793,-0.46872,-0.61101,-0.76482,-0.91069,-1.04164,-1.15011,-1.23473,-1.30504,-1.37886,-1.42854,-1.4898,-1.53245,-1.5919,-1.62206,-1.65352,-1.6957,-1.80752,-2.01916,-2.06405,-2.07519,-2.12323,-2.22873,-2.39136,-2.57663,-2.64056,-2.62377,-2.44536,-1.78003,-1.46665,-1.46606,0.64948,0.96014,0.98859,0.89561,0.77216,0.64072,0.53568,0.43852,0.34111,0.25807,0.1826,0.10283,0.04908,0.00793,-0.00241,0.00436,0.03674,0.06563,0.10169,0.15265,0.17955,-0.21841,240.0,53.0,0.08,0.08
331,11.229,0.235,3872.43,82.67,199.22,-0.26006,-0.31797,-0.32321,-0.32403,-0.3251,-0.32643,-0.32587,-0.32637,-0.32856,-0.33912,-0.36598,-0.41882,-0.5186,-0.65949,-0.8167,-0.96379,-1.08983,-1.18961,-1.27454,-1.36008,-1.42077,-1.493,-1.54565,-1.61593,-1.65619,-1.69792,-1.75187,-1.87573,-2.10237,-2.16363,-2.19196,-2.25893,-2.38173,-2.57155,-2.81081,-2.91353,-2.93912,-2.79603,-2.11919,-1.80983,-1.80917,0.54063,0.92505,0.99716,0.92607,0.81218,0.68496,0.57912,0.48032,0.38114,0.29514,0.21646,0.13336,0.07553,0.02978,0.01428,0.01643,0.04383,0.0681,0.09959,0.14647,0.16207,-0.26645,240.0,53.0,0.08,0.08
332,12.227,0.235,3875.14,82.72,200.81,-0.29172,-0.3635,-0.3743,-0.37513,-0.37281,-0.37043,-0.36644,-0.36253,-0.35821,-0.35775,-0.36578,-0.38582,-0.43871,-0.53549,-0.67861,-0.8389,-0.98991,-1.1128,-1.21887,-1.32039,-1.39473,-1.48027,-1.54452,-1.62666,-1.67742,-1.73027,-1.7962,-1.93202,-2.17262,-2.24996,-2.29502,-2.3816,-2.52074,-2.73807,-3.02677,-3.16703,-3.23379,-3.12572,-2.44095,-2.13755,-2.13673,0.43032,0.88436,0.99872,0.94864,0.8443,0.7215,0.61528,0.5152,0.4144,0.32574,0.2439,0.15768,0.09595,0.04572,0.02557,0.02367,0.0467,0.06673,0.09406,0.13745,0.14364,-0.32104,240.0,53.0,0.08,0.08
333,13.228,0.235,3870.74,82.7,199.16,-0.33783,-0.40164,-0.40952,-0.40785,-0.40336,-0.39936,-0.39443,-0.38923,-0.38307,-0.37974,-0.38205,-0.39023,-0.42169,-0.49102,-0.60921,-0.75719,-0.91263,-1.04655,-1.16634,-1.27921,-1.36453,-1.46081,-1.53463,-1.62704,-1.68786,-1.7507,-1.82821,-1.97464,-2.22723,-2.32064,-2.38259,-2.48933,-2.64812,-2.88982,-3.21718,-3.40561,-3.51523,-3.44462,-2.76237,-2.46874,-2.46774,0.3093,0.83484,0.99567,0.9674,0.87433,0.75746,0.65211,0.55175,0.45023,0.35946,0.27556,0.18676,0.12167,0.06731,0.04275,0.03697,0.05529,0.07111,0.0943,0.13396,0.13029,-0.35155,240.0,53.0,0.08,0.08
334,14.236,0.233,3810.33,82.06,200.76,-0.3571,-0.4353,-0.45592,-0.45876,-0.45322,-0.44781,-0.43917,-0.4288,-0.41609,-0.40678,-0.40272,-0.40165,-0.41133,-0.43423,-0.48888,-0.5897,-0.73593,-0.88963,-1.04014,-1.17918,-1.28659,-1.40268,-1.49233,-1.59987,-1.67314,-1.74948,-1.84002,-1.99793,-2.2625,-2.37178,-2.4503,-2.57577,-2.7542,-3.01775,-3.38026,-3.60891,-3.75726,-3.72237,-3.03934,-2.75349,-2.75238,0.20344,0.78944,0.98913,0.97856,0.89418,0.78126,0.676,0.57448,0.47135,0.37781,0.29105,0.19905,0.1299,0.07125,0.04281,0.03346,0.04796,0.05974,0.07935,0.11614,0.10645,-0.41919,240.0,53.0,0.08,0.08
335,15.242,0.235,3877.08,82.84,199.16,-0.42723,-0.47262,-0.47441,-0.47089,-0.46743,-0.46403,-0.45898,-0.45377,-0.44704,-0.44099,-0.43761,-0.4351,-0.44674,-0.47401,-0.53644,-0.64033,-0.78053,-0.91842,-1.05293,-1.18154,-1.28345,-1.39738,-1.48713,-1.59732,-1.67602,-1.75733,-1.85591,-2.01945,-2.29,-2.41342,-2.50746,-2.65087,-2.85116,-3.13303,-3.50945,-3.81001,-4.00106,-4.01203,-3.33516,-3.07476,-3.07346,0.06637,0.72487,0.97487,0.99055,0.92141,0.81782,0.71654,0.61729,0.516,0.42169,0.33594,0.24369,0.17319,0.11214,0.08038,0.06731,0.07727,0.08532,0.10109,0.13394,0.11162,-0.40662,240.0,53.0,0.08,0.08
336,14.239,0.234,3860.73,82.64,200.85,-0.35811,-0.43612,-0.45557,-0.45962,-0.45638,-0.45272,-0.44464,-0.43433,-0.42198,-0.41277,-0.40915,-0.4099,-0.42351,-0.45634,-0.527,-0.6421,-0.79137,-0.93991,-1.08224,-1.21447,-1.31638,-1.42827,-1.51506,-1.62019,-1.69166,-1.76682,-1.85641,-2.01431,-2.27953,-2.38861,-2.46657,-2.59254,-2.77161,-3.03491,-3.39364,-3.62813,-3.7757,-3.74121,-3.05585,-2.77113,-2.76982,0.19799,0.78707,0.9888,0.97916,0.8953,0.78271,0.67758,0.57615,0.47309,0.37971,0.29299,0.20113,0.13215,0.07369,0.04528,0.03599,0.05045,0.06257,0.08235,0.11932,0.10998,-0.41058,240.0,53.0,0.08,0.08
337,13.226,0.236,3903.99,83.12,199.22,-0.32489,-0.40757,-0.42544,-0.43025,-0.43073,-0.43103,-0.4256,-0.41581,-0.40337,-0.39535,-0.39553,-0.40549,-0.44059,-0.51206,-0.62923,-0.77761,-0.93306,-1.06794,-1.18807,-1.30099,-1.38568,-1.48178,-1.55556,-1.64783,-1.70753,-1.77097,-1.8481,-1.99567,-2.25021,-2.34303,-2.40384,-2.51086,-2.66907,-2.91005,-3.23847,-3.42423,-3.53089,-3.45532,-2.76734,-2.46931,-2.46802,0.31394,0.83772,0.99611,0.96588,0.8711,0.75276,0.64641,0.54508,0.44269,0.35128,0.26662,0.17711,0.11161,0.05697,0.03268,0.02726,0.0463,0.0626,0.08652,0.12712,0.12672,-0.35026,240.0,53.0,0.08,0.08
338,9.221,0.238,3997.9,84.11,200.78,-0.10795,-0.14897,-0.15393,-0.16347,-0.17437,-0.18897,-0.21438,-0.25961,-0.33926,-0.44689,-0.5717,-0.70362,-0.83202,-0.94812,-1.0582,-1.16219,-1.24522,-1.30959,-1.36097,-1.41987,-1.45573,-1.50413,-1.53518,-1.58264,-1.60169,-1.62242,-1.65256,-1.75226,-1.94944,-1.97784,-1.97198,-2.00491,-2.08604,-2.22858,-2.36582,-2.39342,-2.33807,-2.12789,-1.47499,-1.15846,-1.15739,0.73995,0.98326,0.97273,0.86106,0.72981,0.59521,0.49171,0.39663,0.3027,0.22131,0.14957,0.07299,0.02367,-0.01249,-0.01737,-0.0052,0.03281,0.06694,0.1084,0.16486,0.21137,-0.13238,240.0,53.0,0.08,0.08
339,16.222,0.238,3967.29,83.91,150.0,-0.46558,-0.50348,-0.5084,-0.50784,-0.50558,-0.50219,-0.49597,-0.48783,-0.47696,-0.46698,-0.45904,-0.45091,-0.45317,-0.46727,-0.49834,-0.55099,-0.64498,-0.76163,-0.89585,-1.0342,-1.14893,-1.27643,-1.37712,-1.49753,-1.58656,-1.67893,-1.78702,-1.95571,-2.2276,-2.36324,-2.47067,-2.62755,-2.83971,-3.13542,-3.52152,-3.85839,-4.0782,-4.11778,-3.45042,-3.21527,-3.21399,-0.00741,0.68712,0.96406,0.99502,0.93525,0.83758,0.73896,0.64105,0.54051,0.44595,0.35953,0.26619,0.19378,0.13035,0.09566,0.07956,0.08592,0.09038,0.10246,0.13204,0.10091,-0.43788,240.0,53.0,0.08,0.08
340,7.693,0.238,3981.08,83.95,199.2,-0.02978,-0.05691,-0.07179,-0.09058,-0.11567,-0.15475,-0.21738,-0.3045,-0.41355,-0.52803,-0.64606,-0.7668,-0.88036,-0.98081,-1.07695,-1.16845,-1.23802,-1.28977,-1.32771,-1.37434,-1.39819,-1.43284,-1.45139,-1.48396,-1.48942,-1.49627,-1.50931,-1.58891,-1.75883,-1.76259,-1.73441,-1.73982,-1.78017,-1.87278,-1.9443,-1.91294,-1.79815,-1.54501,-0.93283,-0.62139,-0.62052,0.87358,0.99859,0.92265,0.78274,0.6409,0.50279,0.40398,0.31475,0.2263,0.14983,0.08412,0.01378,-0.0283,-0.05672,-0.05291,-0.03254,0.0142,0.05617,0.10493,0.1676,0.23146,-0.03948,240.0,53.0,0.08,0.08
341,7.175,0.238,3965.97,83.79,200.84,-0.00034,-0.02648,-0.04639,-0.07272,-0.10695,-0.15942,-0.23614,-0.33027,-0.43959,-0.55038,-0.66361,-0.77953,-0.88818,-0.98358,-1.07509,-1.16239,-1.2275,-1.27506,-1.30855,-1.35104,-1.37097,-1.40103,-1.41544,-1.44287,-1.44378,-1.44592,-1.45329,-1.52568,-1.68545,-1.68102,-1.6457,-1.64041,-1.66891,-1.74218,-1.7931,-1.74285,-1.60952,-1.34437,-0.74974,-0.44287,-0.44209,0.91045,0.99635,0.89779,0.74996,0.60558,0.46716,0.37074,0.28387,0.19754,0.12327,0.06005,-0.00804,-0.04739,-0.0729,-0.06595,-0.04268,0.00727,0.05204,0.10362,0.16868,0.23914,-0.00711,240.0,53.0,0.08,0.08
342,6.668,0.238,3966.69,83.8,199.14,0.02346,-0.00302,-0.02826,-0.06111,-0.10411,-0.16724,-0.25154,-0.3479,-0.45557,-0.56304,-0.67243,-0.78468,-0.88919,-0.98024,-1.06792,-1.15142,-1.21262,-1.25646,-1.28593,-1.32447,-1.34059,-1.36643,-1.37691,-1.39957,-1.39635,-1.39396,-1.39602,-1.46164,-1.61165,-1.59961,-1.55739,-1.54141,-1.56113,-1.61515,-1.64598,-1.57772,-1.42755,-1.15213,-0.57666,-0.2749,-0.2742,0.94082,0.98906,0.86944,0.71482,0.56855,0.42997,0.33638,0.25192,0.16793,0.09581,0.03508,-0.03072,-0.06745,-0.09012,-0.08011,-0.054,-0.00099,0.04655,0.10075,0.16813,0.24443,0.01875,240.0,53.0,0.08,0.08
343,5.639,0.238,3973.54,83.87,200.85,0.06443,0.03491,-0.00119,-0.0475,-0.10546,-0.18108,-0.27124,-0.36693,-0.4698,-0.57076,-0.67324,-0.77859,-0.8754,-0.95847,-1.03825,-1.1143,-1.16752,-1.20379,-1.22498,-1.25556,-1.26414,-1.28105,-1.28329,-1.29594,-1.28367,-1.27205,-1.2628,-1.31365,-1.44223,-1.4141,-1.35719,-1.32091,-1.324,-1.33376,-1.32279,-1.21893,-1.03614,-0.74442,-0.21445,0.06919,0.07006,0.98658,0.95343,0.79153,0.62598,0.47798,0.34073,0.25475,0.17902,0.09842,0.03193,-0.02296,-0.08408,-0.11482,-0.13106,-0.11428,-0.08197,-0.02188,0.03184,0.09136,0.16348,0.25125,0.06149,240.0,53.0,0.08,0.08
344,5.134,0.238,3973.4,83.88,199.18,0.07976,0.04759,0.00695,-0.04463,-0.10722,-0.18552,-0.27619,-0.3706,-0.4712,-0.56938,-0.66883,-0.77123,-0.86462,-0.94413,-1.02033,-1.09295,-1.14255,-1.1753,-1.19292,-1.21968,-1.22492,-1.2374,-1.23594,-1.24373,-1.2276,-1.21161,-1.19717,-1.24091,-1.3592,-1.3242,-1.26016,-1.21714,-1.20998,-1.19976,-1.17081,-1.05164,-0.85603,-0.55949,-0.05355,0.21914,0.21999,0.9971,0.92595,0.74617,0.57763,0.42996,0.29425,0.21227,0.14163,0.06282,-0.001,-0.05291,-0.1114,-0.13916,-0.15226,-0.13221,-0.09679,-0.03336,0.02325,0.08545,0.15982,0.2526,0.07778,240.0,53.0,0.08,0.08
345,3.085,0.238,3982.43,83.97,199.7,0.12852,0.08056,0.02606,-0.03738,-0.10752,-0.18733,-0.27466,-0.36203,-0.45276,-0.54024,-0.62799,-0.71803,-0.79776,-0.86283,-0.92477,-0.98322,-1.01807,-1.03655,-1.03923,-1.05104,-1.04238,-1.03778,-1.02103,-1.00992,-0.97761,-0.94471,-0.90982,-0.9248,-1.00155,-0.93817,-0.85208,-0.78427,-0.71641,-0.64766,-0.55502,-0.38713,-0.15792,0.13796,0.52313,0.72691,0.7276,0.94711,0.72279,0.48864,0.32595,0.19103,0.06806,0.00968,-0.03663,-0.10336,-0.15404,-0.19103,-0.23736,-0.25107,-0.24987,-0.2145,-0.16541,-0.0868,-0.01781,0.05591,0.14,0.25175,0.12725,240.0,53.0,0.08,0.08
346,1.023,0.238,3984.21,84.01,199.17,0.15694,0.09511,0.03643,-0.02837,-0.09745,-0.17277,-0.25383,-0.33332,-0.41453,-0.49172,-0.56836,-0.64653,-0.71345,-0.76491,-0.81341,-0.85805,-0.87914,-0.88468,-0.87378,-0.8717,-0.85077,-0.83072,-0.80021,-0.77213,-0.72644,-0.67867,-0.62625,-0.61687,-0.65456,-0.56827,-0.46941,-0.36352,-0.26597,-0.16032,-0.0286,0.16239,0.39128,0.64351,0.88119,0.97745,0.97789,0.68945,0.36989,0.12426,0.00155,-0.10136,-0.20057,-0.22142,-0.24283,-0.29044,-0.32383,-0.34324,-0.37495,-0.37267,-0.35532,-0.30322,-0.23923,-0.14458,-0.06301,0.02255,0.1153,0.24277,0.15658,240.0,53.0,0.08,0.08
347,-0.014,0.238,3977.66,83.94,200.79,0.167,0.09992,0.04143,-0.02224,-0.08944,-0.16182,-0.23922,-0.3148,-0.39114,-0.46342,-0.53455,-0.60725,-0.66797,-0.71284,-0.75481,-0.79282,-0.80742,-0.80702,-0.79027,-0.78162,-0.75488,-0.72786,-0.69132,-0.65562,-0.60388,-0.54935,-0.49034,-0.46917,-0.49026,-0.40042,-0.28621,-0.1732,-0.06778,0.05168,0.1959,0.38758,0.60174,0.81462,0.97017,0.99862,0.99892,0.47751,0.13607,-0.096,-0.18524,-0.26768,-0.35003,-0.34938,-0.35498,-0.38972,-0.41312,-0.42271,-0.44579,-0.43475,-0.40895,-0.34801,-0.2763,-0.17359,-0.08545,0.00613,0.10251,0.23581,0.16661,240.0,53.0,0.08,0.08
348,-2.061,0.238,3977.81,83.95,199.22,0.1796,0.1065,0.05161,-0.00775,-0.06986,-0.13558,-0.20527,-0.27268,-0.33957,-0.40185,-0.4631,-0.52381,-0.57249,-0.60499,-0.63454,-0.66007,-0.66252,-0.65102,-0.62297,-0.60257,-0.56557,-0.52599,-0.4798,-0.43158,-0.36844,-0.30302,-0.23287,-0.19096,-0.18463,-0.07903,0.04264,0.16456,0.28327,0.41563,0.56441,0.73425,0.89009,0.98876,0.97987,0.84691,0.84703,-0.11491,-0.44853,-0.61778,-0.61997,-0.63787,-0.65066,-0.6247,-0.59212,-0.59969,-0.60037,-0.58786,-0.592,-0.56227,-0.5177,-0.43831,-0.35064,-0.23126,-0.12986,-0.02692,0.07636,0.2189,0.1791,240.0,53.0,0.08,0.08
349,-4.12,0.238,3977.02,83.95,200.76,0.18232,0.11148,0.06297,0.00985,-0.0463,-0.10451,-0.16641,-0.22563,-0.28322,-0.33655,-0.38705,-0.43694,-0.47423,-0.49525,-0.51362,-0.52761,-0.51915,-0.49781,-0.46013,-0.42967,-0.38471,-0.33421,-0.28055,-0.22197,-0.15235,-0.07876,0.00027,0.05614,0.08688,0.19974,0.32139,0.44447,0.56308,0.69004,0.81826,0.93668,0.99802,0.96325,0.75886,0.40359,0.40382,-0.93034,-1.18995,-1.24213,-1.12029,-1.04056,-0.99578,-0.92092,-0.84401,-0.81976,-0.79465,-0.75729,-0.7399,-0.68992,-0.62501,-0.52607,-0.42156,-0.28537,-0.17062,-0.05712,0.05066,0.19603,0.18266,240.0,53.0,0.08,0.08
